Idx RGB_file Qw Qx Qy Qz Tx Ty Tz
0 rgb/1311868164.363181.png 1 0 0 0 0 0 0
7 rgb/1311868164.599061.png 0.999882 -0.00667147 0.00258142 -0.0135734 0.0160856 0.00489926 -0.0173795
8 rgb/1311868164.631140.png 0.999876 -0.00528308 0.00359073 -0.0144214 0.0179886 0.00355456 -0.0207917
13 rgb/1311868164.799138.png 0.999904 -0.000970256 -0.00518051 -0.012793 0.0459564 -0.00233682 -0.0354042
16 rgb/1311868164.899132.png 0.999846 0.00898078 -0.00339471 -0.0146904 0.069275 -0.00595684 -0.0422816
25 rgb/1311868165.199145.png 0.999089 0.014505 -0.026995 -0.0296842 0.160024 -0.00139611 -0.0678907
31 rgb/1311868165.399160.png 0.998183 0.00597978 -0.0475345 -0.0365449 0.226328 0.0137243 -0.0794568
39 rgb/1311868165.663251.png 0.997979 -0.0100358 -0.0527976 -0.0339206 0.29122 0.0286075 -0.0890904
55 rgb/1311868166.199211.png 0.999136 -0.0308313 -0.00892699 -0.0264013 0.300904 0.0843721 -0.182329
80 rgb/1311868167.031127.png 0.998475 -0.041073 -0.014492 -0.0339315 0.42915 0.147443 -0.264432
99 rgb/1311868167.699226.png 0.994767 -0.0366095 -0.072567 -0.0619017 0.612296 0.140184 -0.269261
128 rgb/1311868168.899300.png 0.992409 -0.0206168 -0.102971 -0.0640012 0.652739 0.0424796 -0.114796
141 rgb/1311868169.363470.png 0.979585 0.0122469 -0.172436 -0.102608 0.691241 -0.0393458 -0.0286193
152 rgb/1311868169.731279.png 0.961308 0.0438495 -0.232172 -0.141635 0.746278 -0.11881 0.0268634
169 rgb/1311868170.299432.png 0.959759 0.0500963 -0.251821 -0.113754 0.848393 -0.166696 0.0356893
194 rgb/1311868171.131477.png 0.954066 0.0321897 -0.266716 -0.132602 1.00517 -0.119658 -0.0312361
213 rgb/1311868171.799464.png 0.935443 0.024074 -0.305241 -0.17662 1.16661 -0.109318 0.0154678
226 rgb/1311868172.363479.png 0.929138 -0.0156246 -0.312605 -0.196815 1.28966 -0.0993078 0.0924082
234 rgb/1311868172.699619.png 0.930503 -0.0469196 -0.297124 -0.208998 1.33389 -0.0966009 0.154171
240 rgb/1311868172.963571.png 0.929189 -0.0782152 -0.289274 -0.216358 1.34422 -0.0998164 0.2324
253 rgb/1311868173.431624.png 0.926955 -0.0736662 -0.291673 -0.224176 1.36237 -0.154466 0.32526
263 rgb/1311868173.831620.png 0.918483 -0.0688333 -0.318511 -0.224056 1.39124 -0.193117 0.39612
273 rgb/1311868174.231617.png 0.889942 -0.0398744 -0.372448 -0.260184 1.45676 -0.265646 0.466967
285 rgb/1311868174.631772.png 0.873898 -0.0347914 -0.404573 -0.267231 1.50519 -0.302254 0.524786
297 rgb/1311868175.031665.png 0.87455 -0.00681048 -0.415026 -0.250737 1.49097 -0.365091 0.568712
301 rgb/1311868175.167807.png 0.873634 0.00799087 -0.416291 -0.251797 1.46414 -0.396676 0.578248
307 rgb/1311868175.367738.png 0.871621 0.0463306 -0.431361 -0.228164 1.43882 -0.428662 0.601462
317 rgb/1311868175.699784.png 0.864211 0.0671831 -0.455719 -0.202349 1.41635 -0.490822 0.659134
322 rgb/1311868175.867687.png 0.855525 0.076253 -0.469812 -0.203814 1.41811 -0.520931 0.683096
327 rgb/1311868176.032043.png 0.840598 0.0809049 -0.492319 -0.210885 1.43705 -0.546563 0.72068
333 rgb/1311868176.231937.png 0.81918 0.0835841 -0.516317 -0.235318 1.47158 -0.578574 0.776081
339 rgb/1311868176.431678.png 0.809793 0.0684269 -0.526133 -0.250476 1.50826 -0.599987 0.843441
348 rgb/1311868176.731819.png 0.80399 0.0422477 -0.532749 -0.260755 1.53837 -0.621999 0.918305
364 rgb/1311868177.267807.png 0.803998 0.0431781 -0.523982 -0.277787 1.51486 -0.666466 1.01495
381 rgb/1311868177.832005.png 0.793455 0.0187086 -0.530945 -0.296944 1.48341 -0.703952 1.13441
389 rgb/1311868178.100039.png 0.759799 0.0133273 -0.565429 -0.320652 1.51057 -0.716854 1.19641
398 rgb/1311868178.400074.png 0.735779 0.0179 -0.583967 -0.34248 1.55506 -0.737066 1.2628
406 rgb/1311868178.668047.png 0.721547 -0.00102367 -0.602865 -0.340474 1.59885 -0.742932 1.28856
417 rgb/1311868179.032182.png 0.719794 -0.0103267 -0.605243 -0.33981 1.70164 -0.746794 1.28241
425 rgb/1311868179.300467.png 0.724071 -0.0201072 -0.596443 -0.345791 1.79725 -0.741733 1.26902
436 rgb/1311868179.668182.png 0.732354 -0.0438407 -0.577781 -0.357638 1.88707 -0.753049 1.28317
453 rgb/1311868180.232155.png 0.710915 -0.0567139 -0.592978 -0.373845 2.00599 -0.801108 1.35867
462 rgb/1311868180.531936.png 0.6929 -0.0743806 -0.605564 -0.384253 2.05334 -0.818105 1.40587
496 rgb/1311868181.668011.png 0.709865 -0.070602 -0.58522 -0.385517 2.02504 -0.865487 1.50599
514 rgb/1311868182.268066.png 0.718275 -0.0615704 -0.583526 -0.373882 1.84693 -0.891017 1.54573
524 rgb/1311868182.600295.png 0.719133 -0.0533706 -0.589635 -0.363773 1.74841 -0.915205 1.57671
532 rgb/1311868182.868215.png 0.692388 -0.0303778 -0.625769 -0.357896 1.66119 -0.953436 1.61543
